1160 793
4 0

var1 var2 var3 var4
1.09716351 1.54509055 1.58539278 3.05249947 
1.43834731 1.10769542 2.19000856 2.64159817 
1.08427029 1.50286822 1.74243652 2.72167215 
1.20088253 1.3152204 2.06105199 2.61059338 
1.19471624 1.37882626 1.98490063 2.66997426 
1.29589997 1.26046235 2.19338226 2.66378609 
1.32807267 1.14586143 2.15199065 2.65981349 
1.27112945 1.18116303 2.14097322 2.56504979 
1.05383653 1.68967994 1.58397742 2.90271338 
1.19473667 1.24891377 2.15928251 2.56447976 
1.22591599 1.23573977 2.10452931 2.70229685 
1.15420748 1.32369052 2.03212343 2.59070972 
1.15408873 1.39464904 2.07372859 2.57283743 
0.90668514 1.73089116 1.55331301 2.86280235 
1.09716351 1.54509055 1.58539278 3.05249947 
1.30358013 1.29790867 2.22216279 2.78806572 
1.31624266 1.23543413 1.98265253 2.42710066 
1.36165293 1.13972349 2.18944691 2.7170161 
1.13903672 1.44947162 1.88784022 2.87540223 
1.05146666 1.60464429 1.64250381 2.82764781 
1.21521873 1.19853928 2.20151672 2.78738924 
1.6135531 1.09732168 2.18195962 2.36221453 
1.10212622 1.33992127 2.0308196 2.80606239 
1.05840648 1.4711309 1.79385816 2.98044215 
1.05776696 1.63160827 1.4173498 2.79357858 
1.00276719 1.53223687 1.709596 2.78983048 
1.15420748 1.32369052 2.03212343 2.59070972 
1.26243013 1.21276565 2.04763657 2.57141945 
1.28324362 1.08607595 2.18513183 2.53838717 
1.33782857 1.19719418 1.88083109 2.69694051 
1.32807267 1.14586143 2.15199065 2.65981349 
1.29212145 1.25548677 2.14957503 2.77923594 
1.19768668 1.25021072 1.9887555 2.59832255 
1.15408873 1.39464904 2.07372859 2.57283743 
1.33649696 1.18705384 2.12109533 2.58350681 
1.30577503 1.20138935 2.125985 2.66836858 
1.20088253 1.3152204 2.06105199 2.61059338 
1.12112279 1.69379027 1.58663349 2.89178375 
1.0887342 1.49529678 1.84890477 2.85908722 
1.32233911 1.14343048 2.12796406 2.61841709 
1.00460769 1.48065018 1.93243714 2.74422137 
1.54647835 1.07560049 2.09088727 2.67012784 
1.36328067 1.29514014 2.1621453 2.6832159 
1.28201471 1.21993038 2.16726131 2.37736029 
1.09716351 1.54509055 1.58539278 3.05249947 
1.15420748 1.32369052 2.03212343 2.59070972 
0.95152425 1.76248727 1.85017446 2.61263211 
1.32807267 1.14586143 2.15199065 2.65981349 
1.27112945 1.18116303 2.14097322 2.56504979 
1.06448432 1.40073813 1.9692573 2.63294483 
1.07517253 1.48848524 1.73584049 2.99331477 
1.26536341 1.23434659 2.08492411 2.49075042 
1.19473667 1.24891377 2.15928251 2.56447976 
1.22591599 1.23573977 2.10452931 2.70229685 
0.9621473 1.66517033 1.58738994 2.95299489 
1.30358013 1.29790867 2.22216279 2.78806572 
1.32202695 1.22239145 2.0652221 2.69137637 
1.43100707 1.13379697 2.11866923 2.59215863 
1.12112279 1.69379027 1.58663349 2.89178375 
1.26243013 1.21276565 2.04763657 2.57141945 
1.31393095 1.17130531 2.22203783 2.43769346 
1.33116157 1.21189798 2.08722408 2.7713516 
1.21083913 1.30431737 2.04187373 2.49356966 
1.51603384 1.05107491 2.16694821 2.44531193 
1.36165293 1.13972349 2.18944691 2.7170161 
1.15420748 1.32369052 2.03212343 2.59070972 
1.21207953 1.24486444 1.94924616 2.62077799 
0.94669026 1.75482225 1.48082338 2.90294957 
1.30358013 1.29790867 2.22216279 2.78806572 
1.48982215 1.11428982 2.05988685 2.52348621 
1.15408873 1.39464904 2.07372859 2.57283743 
1.32807267 1.14586143 2.15199065 2.65981349 
1.34022448 1.17456058 2.05229945 2.81860965 
1.19882642 1.27252747 2.05020417 2.80379648 
1.16289676 1.31029228 2.16694422 2.49816465 
1.29589997 1.26046235 2.19338226 2.66378609 
1.15420748 1.32369052 2.03212343 2.59070972 
1.1157082 1.58268174 1.68946258 3.06019688 
1.11761121 1.27967291 2.07458993 2.54036756 
1.19768668 1.25021072 1.9887555 2.59832255 
1.34355881 1.16972549 2.1617356 2.64616729 
1.36024321 1.17816918 2.12195148 2.36747346 
1.34112568 1.16115102 2.09495579 2.54508421 
1.24597485 1.27378328 2.29343513 2.60703553 
1.36343769 1.14728246 2.13223673 2.68749559 
1.13366072 1.33823817 2.14657715 2.62896613 
1.32202695 1.22239145 2.0652221 2.69137637 
1.05840648 1.4711309 1.79385816 2.98044215 
1.45095261 1.13279034 2.04171355 2.58346396 
0.98812846 1.59979924 1.85500279 3.10910051 
0.99565643 1.74971008 1.64744496 2.65084859 
0.99890305 1.7896861 1.33989664 2.97416702 
1.22591599 1.23573977 2.10452931 2.70229685 
1.28657094 1.24701192 1.94773185 2.50609616 
1.03759778 1.41772607 1.73295613 2.94344055 
1.00941457 1.63302777 1.55357727 3.01774436 
1.18622813 1.31884953 1.95570042 2.57569008 
1.17701691 1.31604776 2.25154271 2.66521892 
1.1434733 1.34743742 2.07522292 2.48117516 
1.02748609 1.61839461 1.86328351 2.70082177 
0.98087405 1.61132389 1.80532885 2.75113886 
1.11085269 1.34112492 2.00565827 2.69065484 
1.04354231 1.51122025 2.08769266 2.69471262 
1.32807267 1.14586143 2.15199065 2.65981349 
1.30358013 1.29790867 2.22216279 2.78806572 
1.16460348 1.29809068 2.02671844 2.58989935 
1.15420748 1.32369052 2.03212343 2.59070972 
0.93355558 1.69165088 1.54620393 3.0157899 
1.23296999 1.35965921 1.90806786 2.81648206 
1.54960022 1.07960017 2.0969475 2.64308914 
1.09716351 1.54509055 1.58539278 3.05249947 
1.23466815 1.30640641 2.17966815 2.59996656 
1.29589997 1.26046235 2.19338226 2.66378609 
1.15420748 1.32369052 2.03212343 2.59070972 
1.0234411 1.63629696 1.8263998 2.83158837 
1.24048628 1.21515239 2.29565682 2.72127525 
1.30577503 1.20138935 2.125985 2.66836858 
1.39676865 1.16649391 2.0681991 2.6023871 
1.37670484 1.11888979 2.12953414 2.57456073 
1.33620591 1.33921729 2.23982785 2.5093322 
1.35244434 1.2631354 2.09850952 2.67055729 
1.35244434 1.2631354 2.09850952 2.67055729 
1.19768668 1.25021072 1.9887555 2.59832255 
1.44524326 1.10924846 2.12286843 2.59478402 
1.32807267 1.14586143 2.15199065 2.65981349 
1.19473667 1.24891377 2.15928251 2.56447976 
1.19473667 1.24891377 2.15928251 2.56447976 
1.29212145 1.25548677 2.14957503 2.77923594 
1.15408873 1.39464904 2.07372859 2.57283743 
1.19882642 1.27252747 2.05020417 2.80379648 
1.21241405 1.27596726 2.06840407 2.65355225 
1.24597485 1.27378328 2.29343513 2.60703553 
1.32202695 1.22239145 2.0652221 2.69137637 
1.03123684 1.71269948 1.55924737 2.97064248 
0.93355558 1.69165088 1.54620393 3.0157899 
0.95262677 1.88749224 1.59468124 3.0787744 
1.32807267 1.14586143 2.15199065 2.65981349 
1.00297693 1.60954336 1.71565986 2.7900327 
1.19882642 1.27252747 2.05020417 2.80379648 
1.15420748 1.32369052 2.03212343 2.59070972 
1.26243013 1.21276565 2.04763657 2.57141945 
1.26243013 1.21276565 2.04763657 2.57141945 
1.07468504 1.32338179 2.14129238 2.60454897 
0.93493293 1.65945977 1.59771367 3.10379034 
1.56705579 1.04168818 2.39563243 2.43023862 
1.33798902 1.17216136 2.2120051 2.74898668 
0.97549531 1.70924333 1.9019452 2.67661468 
1.06727603 1.59130895 1.38821884 2.97615043 
1.0323008 1.6758992 1.54438949 3.1118946 
1.32807267 1.14586143 2.15199065 2.65981349 
1.01232693 1.52533398 2.0666544 2.78687553 
1.01790529 1.62602833 1.56421835 3.02037786 
1.17019785 1.37067551 2.03414414 2.60191144 
1.19768668 1.25021072 1.9887555 2.59832255 
1.05014706 1.76026534 1.46854939 2.75419174 
1.00297693 1.60954336 1.71565986 2.7900327 
0.98576629 1.4920644 1.61271079 3.01098144 
1.29212145 1.25548677 2.14957503 2.77923594 
1.29212145 1.25548677 2.14957503 2.77923594 
1.27112945 1.18116303 2.14097322 2.56504979 
1.0323008 1.6758992 1.54438949 3.1118946 
1.03465225 1.52597197 2.01042912 2.75464855 
1.00188359 1.73803138 1.55492006 2.99600144 
1.03027561 1.46811969 1.58009635 3.02668957 
1.39676865 1.16649391 2.0681991 2.6023871 
0.97289797 1.60281471 1.40767522 2.82141184 
1.31140844 1.20209084 1.99367111 2.47005886 
1.0323008 1.6758992 1.54438949 3.1118946 
1.02355779 1.65527222 1.75705581 2.60688811 
1.30281452 1.20776184 2.08008848 2.59408631 
1.19473667 1.24891377 2.15928251 2.56447976 
1.25732935 1.20151781 2.089782 2.49757143 
1.32690111 1.18067521 2.15154902 2.41700933 
1.32968454 1.1457595 2.27593424 2.60057081 
1.24474014 1.14898564 2.03887776 2.66042396 
0.92648168 1.65167511 1.86417877 3.09448509 
1.04539089 1.40583955 1.95938025 2.61458323 
1.25613821 1.29149228 1.95178025 2.72374114 
1.27112945 1.18116303 2.14097322 2.56504979 
1.32202695 1.22239145 2.0652221 2.69137637 
1.19882642 1.27252747 2.05020417 2.80379648 
1.32807267 1.14586143 2.15199065 2.65981349 
1.06822072 1.35811693 2.08104848 2.65376715 
1.33982926 1.29554751 2.04582678 2.86361217 
1.36165293 1.13972349 2.18944691 2.7170161 
1.11885136 1.42273151 1.99225097 2.36896764 
1.25897768 1.1755888 2.09695615 2.42618218 
1.12112279 1.69379027 1.58663349 2.89178375 
1.5527914 1.06280225 2.09748736 2.66642934 
1.07193868 1.45304273 1.58064669 2.81006706 
1.19768668 1.25021072 1.9887555 2.59832255 
0.93355558 1.69165088 1.54620393 3.0157899 
1.20752591 1.28927786 2.26415914 2.66283812 
1.33620591 1.33921729 2.23982785 2.5093322 
1.03449622 1.59358052 1.57910952 2.9055675 
1.0702781 1.42200501 2.03851084 2.63913292 
1.2617073 1.16788112 2.04994549 2.80892725 
1.15420748 1.32369052 2.03212343 2.59070972 
1.53702067 1.06699406 2.14413504 2.52347106 
1.12406579 1.35283651 1.84874577 2.45764783 
1.03487808 1.49578125 1.94946733 2.80629965 
1.19768668 1.25021072 1.9887555 2.59832255 
1.19782975 1.12979758 2.17022289 2.45274999 
1.02286117 1.89155135 1.42103317 2.75049158 
0.99169594 1.60127446 1.65430605 3.35299798 
1.24526897 1.22266278 2.0435022 2.77833517 
1.39992353 1.16773255 2.21570599 2.40338501 
1.32202695 1.22239145 2.0652221 2.69137637 
1.33274008 1.20922955 2.22925097 2.57843266 
1.06105305 1.37119158 2.05577632 2.56188073 
1.03757158 1.59514335 1.59670409 2.8973224 
1.16709555 1.28615528 2.10368975 2.54759548 
1.1549692 1.44212931 2.08575699 2.65021769 
1.21903744 1.37879712 2.08148785 2.67115919 
1.36165293 1.13972349 2.18944691 2.7170161 
1.00669914 1.49447659 1.74664463 2.9925171 
1.49592463 0.99532079 2.27682227 2.41101422 
0.9746271 1.78378532 1.54966161 2.86501085 
1.05393352 1.60559281 1.53937783 3.10357976 
1.29615219 1.21221685 2.06609793 2.65407085 
1.07513632 1.46855126 1.92432603 2.82347077 
1.08307111 1.4660419 1.94848133 2.38104324 
1.25849269 1.21075703 2.03197754 2.75773652 
1.32807267 1.14586143 2.15199065 2.65981349 
1.48675942 1.10238152 2.22009173 2.43569465 
1.27074568 1.25354536 1.91638969 2.77582765 
1.32202695 1.22239145 2.0652221 2.69137637 
1.07005401 1.44591054 1.87912122 2.58035112 
1.13211018 1.36410457 2.05673253 2.54776437 
1.05490145 1.48719774 1.90116626 2.73037732 
1.30725563 1.22331466 2.06617897 2.60231505 
1.0082178 1.56026521 1.89969121 2.61774102 
0.96283968 1.93370859 1.47518405 2.76778888 
0.99644441 1.61518655 1.5492262 2.78825462 
1.38585319 1.16350236 2.12434262 2.53554644 
0.96280231 1.68714736 1.52602839 3.04035037 
1.03757158 1.59514335 1.59670409 2.8973224 
1.12112279 1.69379027 1.58663349 2.89178375 
1.11642192 1.40237325 1.91807685 2.53755428 
1.06691508 1.5230173 1.76123698 2.69279197 
1.03449622 1.59358052 1.57910952 2.9055675 
0.97401854 1.61940369 1.56145064 2.93737471 
1.44987332 1.12969521 2.07385798 2.5109292 
1.50829601 1.07427398 2.13399616 2.58922297 
1.03236746 1.61022061 1.57580902 2.87079336 
1.06410486 1.47040368 1.78993392 2.74284398 
1.30577503 1.20138935 2.125985 2.66836858 
1.32202695 1.22239145 2.0652221 2.69137637 
1.03449622 1.59358052 1.57910952 2.9055675 
1.32807267 1.14586143 2.15199065 2.65981349 
1.31545638 1.34870523 2.26899072 2.47941971 
1.05393352 1.60559281 1.53937783 3.10357976 
1.31236855 1.20776875 1.97891439 2.48170836 
1.00135297 1.53529006 1.67164462 3.03428432 
1.0572195 1.62197644 1.6849464 2.78115127 
1.52179928 1.04749135 2.15862304 2.60689806 
1.26688309 1.22774557 2.17599622 2.40013988 
1.03757158 1.59514335 1.59670409 2.8973224 
0.95978835 1.63883875 1.5525546 3.20932948 
1.04916249 1.77657191 1.54007929 2.85486416 
1.15433592 1.34153569 1.84651366 3.1883472 
1.07054819 1.50388617 1.81455731 2.70919161 
1.04712465 1.51582694 1.94250643 2.59153136 
1.20752591 1.28927786 2.26415914 2.66283812 
1.38845784 1.11950087 2.21811389 2.46800934 
1.07160958 1.57288063 1.58542062 3.40636894 
1.2028249 1.39216453 2.03007993 2.6700688 
1.32202695 1.22239145 2.0652221 2.69137637 
1.1185671 1.38153655 1.97914258 2.62380831 
1.23906859 1.14836777 2.05502864 2.65407312 
1.11317849 1.40903664 1.94362889 2.48708681 
1.02255532 1.59616379 1.80105236 2.54081435 
1.03025188 1.52402054 1.81528911 2.93761974 
1.24702752 1.26616936 2.10979503 2.54729778 
0.99971497 1.55136596 2.07422262 2.70433657 
1.02358987 1.70184095 1.60583763 2.83479088 
1.07160958 1.57288063 1.58542062 3.40636894 
0.99993163 1.68171408 1.55419052 2.89702537 
1.24597485 1.27378328 2.29343513 2.60703553 
1.32202695 1.22239145 2.0652221 2.69137637 
1.04163504 1.62399626 1.7779457 2.77508886 
1.33449193 1.20235389 2.08146904 2.78063303 
1.26007441 1.1795171 2.15361777 2.55207948 
1.25965425 1.20576783 2.11079769 2.59419135 
1.23936238 1.20428658 2.11978534 2.473099 
0.96973406 1.59484431 1.9279419 2.64332648 
0.9746271 1.78378532 1.54966161 2.86501085 
1.29212145 1.25548677 2.14957503 2.77923594 
1.02031625 1.58257189 1.70619476 2.72637921 
1.27074568 1.25354536 1.91638969 2.77582765 
1.55956087 1.07204462 2.15105264 2.65512905 
1.19473667 1.24891377 2.15928251 2.56447976 
1.27112945 1.18116303 2.14097322 2.56504979 
1.06727603 1.59130895 1.38821884 2.97615043 
0.95140468 1.7520409 1.35369346 2.77458178 
1.44251843 1.13898294 2.11815719 2.81727101 
1.27841132 1.26483804 2.12147728 2.77636539 
1.35244434 1.2631354 2.09850952 2.67055729 
0.98254863 1.64162984 1.59955087 2.80945986 
1.10723805 1.34938641 2.0038855 2.71147308 
1.19768668 1.25021072 1.9887555 2.59832255 
0.95978835 1.63883875 1.5525546 3.20932948 
1.06727603 1.59130895 1.38821884 2.97615043 
0.95140468 1.7520409 1.35369346 2.77458178 
0.97557095 1.64104914 1.54432116 3.12876819 
1.36138954 1.16027849 2.17279033 2.65032452 
1.06171022 1.44137269 1.94752962 2.72820333 
1.29212145 1.25548677 2.14957503 2.77923594 
0.97862798 1.60331753 1.58728255 3.19175929 
0.95140468 1.7520409 1.35369346 2.77458178 
1.19768668 1.25021072 1.9887555 2.59832255 
1.13152061 1.40524538 1.97056622 2.72566507 
1.15352296 1.35257806 2.03630052 2.44278817 
1.30654208 1.1403646 2.31835261 2.41126284 
1.04767279 1.46584732 1.99078987 2.57103643 
1.00156556 1.57855251 1.55329346 2.64051952 
1.0740413 1.43866242 1.87951169 2.87616049 
0.97990185 1.84586945 1.40949042 3.00515351 
1.19473667 1.24891377 2.15928251 2.56447976 
0.99932392 1.66876644 1.58610206 3.12442247 
1.08294089 1.57021906 1.5786437 2.84679347 
1.06829592 1.56428954 1.52464851 3.07077552 
1.05820562 1.45489892 1.91035408 2.4776162 
1.24597485 1.27378328 2.29343513 2.60703553 
1.29212145 1.25548677 2.14957503 2.77923594 
1.02494337 1.40792191 1.81259206 2.43459484 
0.98067637 1.87633736 1.54760642 2.72317094 
1.34500677 1.19886439 2.09010282 2.54209272 
1.02631825 1.58633958 1.58062558 2.7748114 
0.94669026 1.75482225 1.48082338 2.90294957 
1.04409286 1.44282617 2.03309517 2.59129866 
0.96283968 1.93370859 1.47518405 2.76778888 
1.19768668 1.25021072 1.9887555 2.59832255 
1.56390866 1.02883595 2.14368838 2.60453725 
1.01790164 1.47016312 2.02743694 2.82203359 
1.4071076 1.10433716 2.14300379 2.44992819 
1.38048023 1.16138949 2.09204116 2.60170677 
1.29212145 1.25548677 2.14957503 2.77923594 
0.94345762 1.73373571 1.37764326 2.75035575 
1.33696837 1.38198835 2.13229065 2.7194346 
1.4732914 1.10193113 2.10189278 2.61304321 
1.14272681 1.43468115 1.80698609 2.63128166 
1.3286755 1.2086809 2.13061433 2.51756982 
1.12722956 1.3886593 2.09283064 2.47023487 
1.30358013 1.29790867 2.22216279 2.78806572 
1.2512067 1.2282365 1.96378971 2.45257581 
0.96160541 1.70239565 1.83697715 2.66667151 
1.24048628 1.21515239 2.29565682 2.72127525 
1.26243013 1.21276565 2.04763657 2.57141945 
1.03039695 1.55732276 1.66583556 2.54863361 
0.93355558 1.69165088 1.54620393 3.0157899 
1.25117188 1.29646375 1.86938713 2.56971601 
1.20752591 1.28927786 2.26415914 2.66283812 
1.10801277 1.35327096 2.05416563 2.58171428 
1.23546575 1.23129306 1.92098336 2.32267256 
1.00812697 1.74802429 1.55768992 2.99396004 
1.15689101 1.32454774 2.09920934 2.546826 
1.62318352 1.04702375 2.15104827 2.56537691 
0.98531364 1.74939456 1.5932243 2.87609799 
1.0019003 1.72253662 1.56789889 2.75127448 
1.23936238 1.20428658 2.11978534 2.473099 
1.08294089 1.57021906 1.5786437 2.84679347 
1.16507951 1.32061697 1.99820194 2.57701302 
1.60233605 0.97971058 2.37338309 2.36044503 
1.09590998 1.49975495 1.66307208 2.92657071 
1.14942644 1.38908459 1.99752898 2.80816288 
0.97194416 1.64609315 1.68255666 3.02175593 
1.0442976 1.55519964 1.76140381 2.87121995 
1.27112945 1.18116303 2.14097322 2.56504979 
1.24048628 1.21515239 2.29565682 2.72127525 
1.27879351 1.15792733 2.25269637 2.51963244 
1.00812697 1.74802429 1.55768992 2.99396004 
1.26243013 1.21276565 2.04763657 2.57141945 
1.15689101 1.32454774 2.09920934 2.546826 
1.27367278 1.25687552 2.00455763 2.42946942 
1.0669082 1.47887458 1.96053136 2.61089047 
1.07160958 1.57288063 1.58542062 3.40636894 
0.99927419 1.86275988 1.5345614 2.82364777 
1.49128573 1.07483289 2.15888194 2.45366141 
1.5634206 1.05922994 2.11597821 2.55052808 
1.03123684 1.71269948 1.55924737 2.97064248 
0.95140468 1.7520409 1.35369346 2.77458178 
1.2282722 1.41769498 2.21120144 2.48560849 
1.2539804 1.11701528 2.14668555 2.45726185 
1.22669991 1.30122168 1.99684674 2.66839562 
1.07160958 1.57288063 1.58542062 3.40636894 
1.35244434 1.2631354 2.09850952 2.67055729 
1.19473667 1.24891377 2.15928251 2.56447976 
1.10407492 1.60871878 1.7065382 2.84383379 
1.17707536 1.42065242 1.73015319 2.9102025 
1.03757158 1.59514335 1.59670409 2.8973224 
1.19808775 1.36214429 2.03996745 2.54499994 
1.1503103 1.56293144 1.72270021 2.70804758 
1.15617921 1.58355947 1.99444701 2.58651695 
0.95140468 1.7520409 1.35369346 2.77458178 
0.92708282 1.73254798 1.56714324 2.97952948 
1.27112945 1.18116303 2.14097322 2.56504979 
1.11206643 1.332493 1.77566443 2.74488292 
1.06674239 1.44465376 1.79794478 3.22995984 
1.08997441 1.53484265 2.16551988 2.48846231 
1.18932696 1.21065859 2.18699718 2.44757258 
1.17735287 1.31199445 2.01620592 2.71831681 
1.03287307 1.55589415 1.95701473 2.79188517 
1.00812697 1.74802429 1.55768992 2.99396004 
0.95818094 1.56515854 1.88733979 2.54716421 
1.11165121 1.71825132 1.67792702 2.74110825 
1.04114889 1.44575409 1.95845525 2.95416563 
1.14703616 1.40730196 2.02839539 2.47164262 
1.2555818 1.25197773 2.13728222 2.46179882 
1.00812697 1.74802429 1.55768992 2.99396004 
1.17707587 1.24631511 1.90438532 2.38292903 
1.20752591 1.28927786 2.26415914 2.66283812 
1.30577503 1.20138935 2.125985 2.66836858 
1.06784506 1.66036315 1.58727093 2.75968825 
1.24291678 1.32293683 2.07892534 2.52066695 
1.00812697 1.74802429 1.55768992 2.99396004 
1.49805397 1.00631289 2.31459227 2.53288307 
1.01329605 1.50883901 1.96227993 2.80505086 
1.15889402 1.40088849 1.85403171 2.7931093 
1.16711593 1.35212723 2.02868274 2.63550835 
1.19768668 1.25021072 1.9887555 2.59832255 
1.33346308 1.17221182 2.142549 2.57244774 
1.32953976 1.12108153 2.13108388 2.44771393 
1.19473667 1.24891377 2.15928251 2.56447976 
1.00574853 1.58351978 1.56084452 3.04678572 
1.35244434 1.2631354 2.09850952 2.67055729 
1.06496696 1.42837625 2.04450756 2.51878918 
1.29589997 1.26046235 2.19338226 2.66378609 
0.9746271 1.78378532 1.54966161 2.86501085 
1.57564328 1.10847537 2.21657676 2.45207629 
1.42981519 1.09355287 2.3021474 2.6333682 
1.39861722 1.18917301 2.21650502 2.53322191 
0.942832 1.72964016 1.41321908 2.77933108 
1.11592639 1.42494656 1.91568185 2.48066119 
1.0799781 1.58997632 1.57957635 2.85457701 
1.07674202 1.5640653 2.03808663 2.49612958 
1.27605001 1.30583281 2.00502163 2.67083862 
1.11825019 1.43501536 1.82475961 2.70665099 
1.04109862 1.43031763 1.82644752 2.90466198 
1.36328067 1.29514014 2.1621453 2.6832159 
0.942832 1.72964016 1.41321908 2.77933108 
1.01627275 1.46452094 2.00849469 2.55474126 
1.24048628 1.21515239 2.29565682 2.72127525 
1.30577503 1.20138935 2.125985 2.66836858 
1.14335913 1.43942537 2.0156615 2.52661995 
1.60713528 1.09233522 2.12548243 2.60430073 
1.01421257 1.64534126 1.5941147 2.7661093 
0.96290827 1.77278969 1.53416013 2.77772983 
0.98531364 1.74939456 1.5932243 2.87609799 
1.26243013 1.21276565 2.04763657 2.57141945 
1.45494233 1.10473013 2.13409296 2.43986947 
1.02677298 1.42376529 1.8947073 2.86456517 
1.01421257 1.64534126 1.5941147 2.7661093 
1.10707284 1.36225562 2.09517481 2.65837627 
1.08294089 1.57021906 1.5786437 2.84679347 
1.18092205 1.32332126 1.93100233 2.62357842 
1.05609545 1.56702142 2.15075777 2.48856562 
1.13727271 1.3889062 2.08842096 2.47342384 
1.17292961 1.28966112 2.17984863 2.29826816 
1.1246279 1.37157091 2.13718217 2.54966646 
0.99233117 1.61383222 1.54399779 2.78807749 
1.00043307 1.78729571 1.7750983 2.68895591 
1.24048628 1.21515239 2.29565682 2.72127525 
1.28714683 1.20902953 2.15692853 2.37777967 
1.05133501 1.48777566 1.80704834 2.52503833 
1.01849656 1.56531898 1.5879948 2.76845234 
0.99927419 1.86275988 1.5345614 2.82364777 
1.23467443 1.3091654 2.1508305 2.37750898 
1.13991054 1.31874785 2.05738804 2.58375597 
1.10549164 1.50381436 1.87990069 2.51989573 
1.17353168 1.43256906 1.71026561 2.92040162 
1.20856792 1.31067552 1.98402413 2.71081832 
0.98329418 1.68390965 1.80044598 2.75899201 
1.23782568 1.30140359 2.18624136 2.63389928 
1.38451373 1.17344438 2.26608754 2.43374459 
1.0799781 1.58997632 1.57957635 2.85457701 
1.00980841 1.74009049 1.8905097 2.63245296 
1.24048628 1.21515239 2.29565682 2.72127525 
1.0799781 1.58997632 1.57957635 2.85457701 
1.04699034 1.63691715 1.59141852 2.8219563 
1.13487903 1.36703201 1.95940734 2.6436593 
1.06784506 1.66036315 1.58727093 2.75968825 
0.97179804 1.83754066 1.39267722 2.74128105 
1.31753664 1.15690948 2.1562103 2.46741533 
1.00043307 1.78729571 1.7750983 2.68895591 
0.96984469 1.73796813 1.5409621 2.9915143 
1.24224546 1.22756687 2.05130087 2.46392303 
1.06784506 1.66036315 1.58727093 2.75968825 
1.00743158 1.54694611 2.03266117 2.47595029 
1.17092754 1.33108769 2.2272114 2.65399388 
1.07497624 1.68402387 1.5999961 2.76066394 
1.06538717 1.42915083 2.01401071 2.58727154 
1.45574767 1.08885778 2.14655467 2.38153568 
1.07832925 1.44698935 2.04650178 2.64197921 
1.42982527 1.10869145 2.09007289 2.53962155 
0.97810104 1.57754521 1.57660464 2.9694261 
1.07497624 1.68402387 1.5999961 2.76066394 
1.30564423 1.12562618 2.13608654 2.26462795 
0.98531364 1.74939456 1.5932243 2.87609799 
1.29589997 1.26046235 2.19338226 2.66378609 
0.98887058 1.65152947 1.59067982 3.06612554 
1.10187371 1.38810918 1.93428972 2.52667169 
1.05117929 1.60344416 1.55952835 3.08919436 
1.06784506 1.66036315 1.58727093 2.75968825 
1.02164276 1.5750844 1.65197238 2.99344776 
1.24048628 1.21515239 2.29565682 2.72127525 
0.99233117 1.61383222 1.54399779 2.78807749 
0.93422682 1.6821609 1.5555111 3.36510058 
1.02255532 1.59616379 1.80105236 2.54081435 
0.99233117 1.61383222 1.54399779 2.78807749 
1.03123981 1.62517455 1.71941234 2.73360202 
1.12673368 1.39351231 1.96583168 2.66361955 
1.12260286 1.42304778 2.02165029 2.55201649 
1.08266871 1.45146019 2.01024516 2.58365227 
1.15232779 1.44562233 1.53557579 2.86824955 
1.32953976 1.12108153 2.13108388 2.44771393 
1.07497624 1.68402387 1.5999961 2.76066394 
1.06229381 1.48137455 1.67158226 2.73061495 
1.04709687 1.68787864 1.761846 2.59251867 
1.17816249 1.47350277 1.87052303 2.66355869 
1.08020131 1.3951561 1.96470305 2.59636828 
1.02038213 1.69825557 1.58099459 2.85136194 
0.96283968 1.93370859 1.47518405 2.76778888 
1.4472405 1.06534174 2.30252552 2.55440902 
1.35673569 1.1527219 2.2108221 2.65003183 
1.02038213 1.69825557 1.58099459 2.85136194 
0.98531364 1.74939456 1.5932243 2.87609799 
1.06784506 1.66036315 1.58727093 2.75968825 
0.99170189 1.57307969 1.93124518 2.50714939 
1.0169452 1.58803755 1.70237672 2.97553854 
1.10025385 1.41218078 2.12105929 2.4215081 
1.10355235 1.4320461 1.98687577 2.77513096 
1.05117929 1.60344416 1.55952835 3.08919436 
1.27034559 1.19331263 2.12848593 2.58830243 
1.02714627 1.5178543 1.5762637 2.88936033 
1.23170346 1.21923698 1.9282362 2.38592477 
1.05117929 1.60344416 1.55952835 3.08919436 
1.40796572 1.12900078 2.13619843 2.57162441 
1.37271951 1.12691875 2.11399196 2.45847101 
1.29589997 1.26046235 2.19338226 2.66378609 
1.00888018 1.52007037 1.77300095 2.69088539 
0.92708282 1.73254798 1.56714324 2.97952948 
0.92708282 1.73254798 1.56714324 2.97952948 
1.35222621 1.13102902 2.34495796 2.41974936 
1.20494507 1.39721852 1.84391376 2.85070964 
0.92708282 1.73254798 1.56714324 2.97952948 
1.0193247 1.5704073 1.81484833 2.69033285 
1.18287988 1.32240946 1.93145635 2.72660788 
1.33737586 1.16951889 2.18292636 2.02730733 
1.03562608 1.50145582 1.96316088 2.59952802 
1.06274606 1.47188261 2.04712602 2.33874895 
1.00245102 1.6499181 1.67937744 2.83886601 
0.98091842 1.57103551 2.00314802 2.49215508 
1.12226151 1.45178838 1.76870621 2.88704534 
1.35244434 1.2631354 2.09850952 2.67055729 
1.13049768 1.46780748 1.88954549 2.80956665 
1.06250791 1.61248066 1.53528848 2.89014283 
0.97788733 1.63389079 1.55137893 2.77320477 
1.29589997 1.26046235 2.19338226 2.66378609 
