1160 793
4 0

var1 var2 var3 var4
1.11287054 1.44872254 2.08152629 2.46970045 
1.05827848 1.47341392 1.99522822 2.55515505 
0.93782478 1.59225245 1.72483492 2.7347064 
0.98206616 1.73977664 1.55543076 2.78618881 
0.96241622 1.74280003 1.57340532 2.75905571 
1.28563976 1.13953333 2.29627435 2.61617929 
1.46605509 1.07892776 2.1257126 2.62618234 
1.27010058 1.20088603 2.18629786 2.43194367 
1.00845437 1.60345111 1.81968216 2.77562197 
1.02920562 1.72159387 1.34710207 2.76987363 
1.39638911 1.13459338 2.10259441 2.48779548 
1.14588392 1.35759048 2.06835967 2.40473074 
1.27780403 1.20625343 2.14081761 2.57347069 
1.5391514 1.05092966 2.04400764 2.52383235 
1.00270126 1.63270935 1.90256464 2.5157841 
1.06170118 1.45629338 2.0656811 2.62922749 
1.0271168 1.65492481 1.76893477 2.62738244 
1.16849281 1.33984727 2.06833298 2.62476699 
1.15232779 1.44562233 1.53557579 2.86824955 
1.05402067 1.65782224 1.52275666 2.89177278 
0.96984469 1.73796813 1.5409621 2.9915143 
1.19627739 1.33182023 2.07245377 2.80242275 
1.17441813 1.3439701 2.13883677 2.69024142 
1.16875789 1.30399503 2.02438418 2.78912032 
0.96984469 1.73796813 1.5409621 2.9915143 
1.46458979 1.09128214 2.15125244 2.37943532 
1.07646856 1.45792986 1.71618218 2.61757724 
1.38247723 1.16350578 2.14160247 2.52039091 
1.10958873 1.52874183 1.76064321 2.64282663 
1.0787865 1.39668425 1.90933065 2.48195238 
1.22417264 1.24857427 2.27779445 2.64947394 
1.15418724 1.32975553 2.00044358 2.47030349 
1.26745367 1.21487338 2.13989267 2.46432988 
1.29589997 1.26046235 2.19338226 2.66378609 
1.08752597 1.39087016 1.86850563 2.49922762 
1.06042158 1.63589035 1.56231485 2.8805629 
1.15410999 1.37451932 2.1354524 2.27344139 
1.02620762 1.49530816 1.66448703 2.68955257 
0.92573046 1.80585074 1.58673622 2.83335348 
1.42234655 1.10205597 2.2120235 2.61603222 
0.97845357 1.61752377 1.59022497 2.9678361 
1.05230047 1.5069514 1.8374741 2.73842116 
0.97032713 1.65341636 1.75196569 2.70486385 
1.21542304 1.2387217 1.92135907 2.56602855 
1.30995561 1.19763855 2.21575037 2.65143743 
1.29449916 1.19122997 2.40104425 2.35996293 
1.29449916 1.19122997 2.40104425 2.35996293 
1.17177229 1.23871406 2.23402621 2.55917757 
1.41662809 1.18936357 2.23973789 2.66608321 
1.31980496 1.23155768 2.33373336 2.54109793 
1.24597485 1.27378328 2.29343513 2.60703553 
1.3189497 1.23145251 2.20384369 2.46736985 
1.2495302 1.2539567 2.24030536 2.47638968 
1.41662809 1.18936357 2.23973789 2.66608321 
1.31176302 1.05374811 2.28044113 2.60563501 
1.24807016 1.27723393 2.13942072 2.48290143 
1.27284744 1.20135607 2.23081028 2.47328667 
1.3189497 1.23145251 2.20384369 2.46736985 
1.48066711 1.09351341 2.02762607 2.42419415 
1.31980496 1.23155768 2.33373336 2.54109793 
1.3050016 1.17907858 2.31191693 2.58293393 
1.3050016 1.17907858 2.31191693 2.58293393 
1.42350111 1.14834233 2.24114577 2.5455821 
1.3711561 1.26039418 2.22430478 2.58418699 
1.29449916 1.19122997 2.40104425 2.35996293 
1.40010299 1.2148982 2.20298583 2.31256534 
1.27284744 1.20135607 2.23081028 2.47328667 
1.40010299 1.2148982 2.20298583 2.31256534 
1.41662809 1.18936357 2.23973789 2.66608321 
1.16356573 1.39201714 2.24799108 2.54579939 
1.22325809 1.2973965 2.22454764 2.50581093 
1.44310407 1.07744412 2.17239859 2.58815934 
1.37130616 1.2602217 2.29226738 2.53417997 
1.29430055 1.27927981 2.24037123 2.55249277 
1.29449916 1.19122997 2.40104425 2.35996293 
1.37130616 1.2602217 2.29226738 2.53417997 
1.67020211 1.02998805 2.21402531 2.48325264 
1.39676865 1.16649391 2.0681991 2.6023871 
1.48771599 1.11337904 2.07470623 2.24100565 
1.24523338 1.21784943 2.14599927 2.15160931 
1.28263101 1.24081717 2.10972502 2.48758429 
1.42350111 1.14834233 2.24114577 2.5455821 
1.42350111 1.14834233 2.24114577 2.5455821 
1.22082119 1.32007973 2.31483512 2.65002073 
1.67760283 1.04821239 2.40140427 2.04284171 
1.35022869 1.18643137 2.31966364 2.65922845 
1.31980496 1.23155768 2.33373336 2.54109793 
1.78129975 1.00752872 2.06477064 2.47734969 
1.3179264 1.15726839 2.17816141 2.68329475 
1.3050016 1.17907858 2.31191693 2.58293393 
1.36328067 1.29514014 2.1621453 2.6832159 
1.23427865 1.23798401 2.17023523 2.49343886 
1.40010299 1.2148982 2.20298583 2.31256534 
1.61761499 1.05984332 2.47165781 1.8910901 
1.64724496 1.04903477 2.29060129 1.97905009 
1.68550167 0.95266983 2.24665555 2.22474757 
1.36491448 1.21863203 2.14212562 2.62503426 
1.49534968 1.02952921 2.22098333 2.08647136 
1.29449916 1.19122997 2.40104425 2.35996293 
1.2495302 1.2539567 2.24030536 2.47638968 
1.31980496 1.23155768 2.33373336 2.54109793 
1.60593128 1.05296897 2.39768668 2.20796422 
1.32441886 1.12540111 2.26092827 2.49026316 
1.29449916 1.19122997 2.40104425 2.35996293 
1.51252223 1.09958368 2.32362757 2.53093775 
1.70675749 0.99556513 2.16841907 2.02723148 
1.38964128 1.14230753 2.25224442 2.36091711 
1.7124737 1.00749809 2.38358147 2.36635777 
1.78758922 1.01384203 2.23734624 2.12359468 
1.3147534 1.34267938 2.19566887 2.69812004 
1.16356573 1.39201714 2.24799108 2.54579939 
1.5738716 1.06833471 2.44713878 1.73752024 
1.40010299 1.2148982 2.20298583 2.31256534 
1.56517198 0.99998193 2.45749812 2.32485845 
1.3050016 1.17907858 2.31191693 2.58293393 
1.48066711 1.09351341 2.02762607 2.42419415 
1.27284744 1.20135607 2.23081028 2.47328667 
1.63047247 1.00808057 2.66548746 1.7961385 
1.4071781 1.08202039 2.26265692 2.64434719 
1.66309669 1.07575718 2.4114824 2.00860655 
1.48551847 1.04317966 2.33394579 2.40930816 
1.30113342 1.15393205 2.16580989 2.55481651 
1.62032237 1.05932067 2.27392872 2.16421822 
1.37130616 1.2602217 2.29226738 2.53417997 
1.67927794 0.99913346 2.42499913 1.98461157 
1.66111137 1.11996316 2.79689711 1.90677725 
1.31624266 1.23543413 1.98265253 2.42710066 
1.44310407 1.07744412 2.17239859 2.58815934 
1.22082119 1.32007973 2.31483512 2.65002073 
1.61847052 0.96176342 2.42038207 2.04873381 
1.73676799 1.05290876 2.38318749 2.24278861 
1.37130616 1.2602217 2.29226738 2.53417997 
1.48234241 1.12013754 2.20661098 2.35457833 
1.40010299 1.2148982 2.20298583 2.31256534 
1.29449916 1.19122997 2.40104425 2.35996293 
1.62160017 1.040322 2.5202323 1.89474442 
1.47203278 1.05151816 2.15624387 2.63194433 
1.29449916 1.19122997 2.40104425 2.35996293 
1.66878131 0.96162854 2.37605734 1.959783 
1.45023804 1.05790945 2.22750652 1.94692095 
1.31980496 1.23155768 2.33373336 2.54109793 
1.40010299 1.2148982 2.20298583 2.31256534 
1.46778697 1.13420909 2.25245897 2.51376631 
1.35022869 1.18643137 2.31966364 2.65922845 
1.38575958 1.09717495 2.27765883 2.36532493 
1.28392915 1.24481841 2.1857982 2.65374814 
1.50740446 1.13081287 2.11651222 2.47221795 
1.33028307 1.17291205 2.2206733 2.47827865 
1.68838291 1.02669742 2.17620681 2.2727396 
1.8894693 1.03002451 2.29349397 1.9843804 
1.51960899 1.115133 2.13168424 2.65006432 
1.60232218 1.02043092 2.27246231 2.22457303 
1.93670292 0.99517933 2.23451057 2.17554562 
1.48066711 1.09351341 2.02762607 2.42419415 
1.62758165 1.03473931 1.98452121 2.37185508 
1.49181326 1.09824841 2.14691658 2.62646196 
1.40472773 1.11432894 2.16214446 2.50427229 
1.67504339 1.02050318 2.55435392 1.76405531 
1.24680521 1.17812311 2.29827669 2.60750748 
1.29449916 1.19122997 2.40104425 2.35996293 
1.48260238 1.02273051 2.28329951 2.50512606 
1.2395394 1.29366022 2.11409339 2.41137 
1.47083105 1.05406952 2.32298557 2.56768324 
1.58847361 1.07200403 2.2959059 2.40197872 
1.29449916 1.19122997 2.40104425 2.35996293 
1.62209306 1.12243545 2.15855092 2.342092 
1.37130616 1.2602217 2.29226738 2.53417997 
1.26600424 1.16075481 2.35294716 2.6651195 
1.42461709 1.12566539 2.16757074 2.17101726 
1.36491448 1.21863203 2.14212562 2.62503426 
1.68810777 1.01312426 2.63872394 1.71928732 
1.55592884 1.03776335 2.29752168 2.58270904 
1.61936952 1.02036987 2.34572556 2.11024341 
1.4510777 1.10120902 2.13956217 2.57048223 
1.3861884 1.18479412 2.31937673 2.49198688 
1.25122798 1.19350111 2.16926523 2.45093369 
1.84328482 1.01878905 2.06027408 2.46613934 
1.40010299 1.2148982 2.20298583 2.31256534 
1.3050016 1.17907858 2.31191693 2.58293393 
1.26784314 1.16038083 2.18905867 2.5101206 
1.33867536 1.15648788 2.27203815 2.51997834 
1.39527025 1.17624237 2.2827411 2.48990532 
1.41054827 1.07622461 2.13894729 2.47504292 
1.70499253 0.99364106 2.3454619 2.43774946 
1.48260238 1.02273051 2.28329951 2.50512606 
1.71961007 0.95435283 2.75311859 1.75030094 
1.56915719 1.04725724 2.60798589 1.78653139 
1.33620591 1.33921729 2.23982785 2.5093322 
1.31980496 1.23155768 2.33373336 2.54109793 
1.68783906 1.03870881 2.28099453 2.21817272 
1.99058522 1.01657132 2.2893257 2.13247664 
1.59466814 0.99248069 2.31418846 2.45957367 
1.50441372 1.11704672 2.19090998 2.216387 
1.72087222 0.98762181 2.65176034 1.95885544 
1.33274008 1.20922955 2.22925097 2.57843266 
1.419396 1.0356373 2.26420912 2.47584013 
1.52603912 0.98879068 2.28215116 2.01077208 
1.29449916 1.19122997 2.40104425 2.35996293 
1.29449916 1.19122997 2.40104425 2.35996293 
1.66888571 1.06403324 2.28122953 2.23241409 
1.62037852 1.0533492 2.46806883 1.81222536 
1.94050123 1.03259902 2.79122431 1.50456297 
1.434524 1.07957627 2.1592535 2.11348966 
1.47941364 1.11455847 2.19194049 2.29186581 
1.30864145 1.18306007 2.19855326 2.57812062 
1.55089172 1.02870552 2.59595915 1.88861894 
1.45078891 1.0961536 2.24017907 2.39589194 
1.40010299 1.2148982 2.20298583 2.31256534 
1.40010299 1.2148982 2.20298583 2.31256534 
1.22082119 1.32007973 2.31483512 2.65002073 
1.22087898 1.31975525 2.09115388 2.59617645 
1.40338151 1.09206359 2.33654747 1.90687085 
1.36315932 1.09487797 2.36312873 2.23323199 
1.5908541 1.12717654 2.17673674 2.35994892 
1.47203278 1.05151816 2.15624387 2.63194433 
1.28543901 1.19804886 2.11954028 2.58912976 
1.28422602 1.14864509 2.20541462 2.47412116 
1.2836756 1.24163959 2.14233915 2.51509862 
1.6206791 1.04899854 2.1513673 2.40528597 
1.38041037 1.18943374 2.32218256 2.49914435 
1.35576966 1.21115675 2.38404414 2.42034415 
1.69328356 1.04734311 2.26620248 2.25745364 
1.25596049 1.27554882 2.3280339 2.38407311 
1.5518425 1.06186161 2.32888946 2.08010634 
1.79073955 0.98768255 2.31497522 2.49077451 
1.55209158 1.01956541 2.15611989 2.46372272 
1.40735928 1.12078129 2.19118738 2.38279107 
1.31980496 1.23155768 2.33373336 2.54109793 
1.37337927 1.10393232 2.25362381 2.64092636 
1.33620591 1.33921729 2.23982785 2.5093322 
1.48050286 1.13517308 2.65157653 1.77663115 
1.63789122 1.08843747 2.39748401 2.27803066 
1.29449916 1.19122997 2.40104425 2.35996293 
1.29449916 1.19122997 2.40104425 2.35996293 
1.83015836 1.05251207 2.46428541 1.79509442 
1.27714868 1.09482118 2.16827278 2.56778539 
1.92188565 1.01804568 2.608401 1.68377254 
1.76560759 1.05366856 2.46169161 1.70169399 
1.57434418 1.05644523 2.27508749 1.96389217 
1.76435281 1.06424968 2.35953515 2.28014005 
1.75153383 1.04646374 2.49041184 1.99239189 
1.40010299 1.2148982 2.20298583 2.31256534 
1.38965267 1.10681933 2.1426838 2.45185825 
1.23680313 1.22637977 2.23765105 2.48059388 
1.24648698 1.2786678 2.13076907 2.38358614 
1.69746712 1.05134488 2.4425323 2.03313026 
1.40010299 1.2148982 2.20298583 2.31256534 
1.61523766 1.09886806 2.28987129 2.42979854 
1.65709038 1.10078588 2.54550845 1.98864124 
1.49710642 1.0364603 2.58845471 2.01718211 
2.00570027 0.96063242 2.56397424 1.93634731 
1.44815552 1.06878279 2.30265939 2.58728581 
1.26695469 1.24044901 2.21328965 2.09688881 
1.40822025 1.13814755 2.39235633 2.11385528 
1.5534239 1.06094038 2.11635456 2.57458676 
1.29449916 1.19122997 2.40104425 2.35996293 
1.5345869 1.10491268 2.14132242 2.40109117 
1.15408873 1.39464904 2.07372859 2.57283743 
1.48726433 1.08529454 2.36533522 1.91597916 
1.31980496 1.23155768 2.33373336 2.54109793 
1.76108829 0.9696038 2.33006615 2.38769598 
1.26431934 1.22202227 2.11165169 2.51988686 
1.52807284 1.04155252 2.16416611 2.44272562 
1.22082119 1.32007973 2.31483512 2.65002073 
1.63922748 1.12776641 2.62708241 1.62515748 
1.44424548 1.12756148 2.11852695 2.58531126 
1.38813886 1.14406961 2.18922743 2.67186346 
1.49095253 1.11985132 2.0727301 2.2213301 
1.39744946 1.17658495 2.31601493 2.48457061 
1.66966687 1.05528781 2.38921153 2.32386385 
1.58541022 1.03580784 2.33571077 2.38655645 
1.49030506 1.11682306 2.2593123 1.99482617 
1.74799954 0.95976021 2.657102 2.05805582 
1.92513511 0.98935762 2.33407835 2.01853274 
1.28305799 1.17910412 2.08798076 2.44276904 
1.48066711 1.09351341 2.02762607 2.42419415 
1.67189274 1.05565116 2.33807885 1.83832488 
1.84447512 1.0738952 2.32664312 2.2915823 
1.66111137 1.11996316 2.79689711 1.90677725 
1.2029462 1.30962024 2.18896569 2.64829447 
1.73640837 1.1004568 2.58993409 1.9342521 
1.29449916 1.19122997 2.40104425 2.35996293 
1.38534623 1.14484735 2.27997349 2.56114975 
1.22082119 1.32007973 2.31483512 2.65002073 
1.31668828 1.28074156 2.10282893 2.60641983 
1.64209074 1.00186671 2.47552325 1.6401438 
1.75942532 1.01357895 2.63885957 1.96045813 
1.40010299 1.2148982 2.20298583 2.31256534 
1.39732201 1.12438852 2.25947932 1.88673432 
1.16467358 1.29175945 2.39080004 2.36845074 
1.21301855 1.22087967 2.28928584 2.56570626 
1.33864547 1.12082472 2.27433001 2.56529333 
1.71104026 0.98820172 2.38470322 2.10806776 
1.29449916 1.19122997 2.40104425 2.35996293 
1.42279288 1.15894397 2.40939214 2.06042307 
1.70440229 1.02733087 2.77745068 1.73234084 
1.72098296 1.03492556 2.46625264 1.89601385 
1.76702285 1.05221018 2.18795039 2.61569149 
1.31980496 1.23155768 2.33373336 2.54109793 
1.49062549 1.00749603 2.33438375 2.54128325 
1.70440229 1.02733087 2.77745068 1.73234084 
1.20752591 1.28927786 2.26415914 2.66283812 
1.13824743 1.30792624 2.09133942 2.23325304 
1.44748484 1.16563885 2.15144344 2.50790222 
1.63393734 1.09593526 2.28755645 2.41871443 
1.18243561 1.16408444 2.07157178 2.46613845 
1.51934306 1.04356903 2.07701358 2.27293294 
1.61167613 1.01175916 2.3637115 2.03360018 
1.58023352 1.01117166 2.3208639 2.48981479 
1.48066711 1.09351341 2.02762607 2.42419415 
1.76431639 1.00435337 2.58396591 1.6786928 
1.47395703 1.02344726 2.33442769 2.4478618 
1.40010299 1.2148982 2.20298583 2.31256534 
1.70614373 1.06925162 2.56017533 2.26734115 
1.55753194 1.04247249 2.45164855 1.98058946 
1.42568411 1.12436127 2.0805678 2.51545037 
1.48280593 1.11239085 2.14494202 2.34475854 
1.63489857 1.08769753 2.35738661 1.8824348 
1.31238101 1.20258653 2.21116808 2.60881632 
1.50018529 1.08965471 2.37376452 1.88117198 
1.68448396 1.03973468 2.41969397 1.87726912 
1.48542176 1.06093382 2.5967804 2.00142926 
1.27667213 1.22221387 2.09899749 2.61464488 
1.40010299 1.2148982 2.20298583 2.31256534 
1.29449916 1.19122997 2.40104425 2.35996293 
1.61979176 0.97269441 2.32088294 2.44425995 
1.72613561 1.02761307 2.71745932 1.88054431 
1.76516922 1.03559572 2.76892771 1.8446228 
1.78188921 1.0811836 2.16560509 2.28139444 
1.9720839 1.03151447 2.54887821 1.882085 
1.6003018 1.04153395 2.31922671 2.41419759 
1.47924089 1.10835026 2.14671959 2.62224342 
1.90276467 1.00079373 2.31640593 2.04853982 
1.15286484 1.34341748 2.10547996 2.46174254 
1.7708569 0.99151651 2.21586271 2.2138346 
1.29449916 1.19122997 2.40104425 2.35996293 
1.61861969 1.06874936 2.28030187 2.14291309 
1.3999994 1.16166283 2.30345224 1.97369856 
1.79568239 0.97530333 2.49530836 1.70633764 
1.40617203 1.21196729 2.25168913 2.63685839 
1.6831097 1.03631165 2.72622463 1.83459465 
1.48066711 1.09351341 2.02762607 2.42419415 
1.40010299 1.2148982 2.20298583 2.31256534 
1.3147534 1.34267938 2.19566887 2.69812004 
1.47003049 1.04259035 2.15391152 2.1474443 
1.33696837 1.38198835 2.13229065 2.7194346 
1.33274008 1.20922955 2.22925097 2.57843266 
1.48157323 1.14774945 2.13890815 2.76509816 
1.42413327 1.05761492 2.04719134 2.54496079 
1.71230272 1.02065008 2.16859965 2.67309735 
1.70440229 1.02733087 2.77745068 1.73234084 
1.49943607 1.08504076 2.15968531 2.59922711 
1.6256662 0.97938945 2.2724565 2.49130331 
1.40600263 1.11641899 2.32655537 2.50708604 
1.23574456 1.24622641 2.14739267 2.63476518 
1.31980496 1.23155768 2.33373336 2.54109793 
1.52920145 1.07702454 2.07819823 2.20084179 
1.5256627 1.05492246 2.51690062 2.24159645 
1.29449916 1.19122997 2.40104425 2.35996293 
1.56788999 1.06688153 2.38058381 2.02091781 
1.68916792 1.04296029 2.34283941 2.28033957 
1.58453475 0.99953373 2.24312892 2.40751793 
1.76516922 1.03559572 2.76892771 1.8446228 
1.46604832 1.01065594 2.29092627 2.48292418 
1.75934974 1.01776894 2.33387587 2.0773435 
1.4168219 1.14353083 2.10079612 2.39462726 
1.73931244 1.06566007 2.45509768 1.97877813 
1.45887383 1.08498572 2.20886334 2.45686202 
1.4508433 1.16332929 2.1437743 2.51563744 
1.41965231 1.1013679 2.19490244 2.39891529 
1.49058273 1.11028353 2.14567422 2.53326586 
1.32233911 1.14343048 2.12796406 2.61841709 
1.33062809 1.14088556 2.20434927 2.42634128 
1.48066711 1.09351341 2.02762607 2.42419415 
1.54563624 1.00859159 2.36549631 2.4284215 
1.37954351 1.10438524 2.28558429 2.36825344 
1.73186502 1.01702471 2.46173786 2.12982402 
1.47083105 1.05406952 2.32298557 2.56768324 
1.9720839 1.03151447 2.54887821 1.882085 
1.31980496 1.23155768 2.33373336 2.54109793 
1.24807016 1.27723393 2.13942072 2.48290143 
1.57054142 1.05263087 2.07828655 2.52507602 
1.43336259 1.13162942 2.23893051 2.30804367 
1.24055691 1.27502451 2.33974843 2.63177889 
1.58374779 0.99967982 2.36036386 2.61480064 
1.59638983 1.09451309 2.13877831 2.29301095 
1.41339018 1.14345474 2.29464206 2.63903402 
1.76435281 1.06424968 2.35953515 2.28014005 
1.40010299 1.2148982 2.20298583 2.31256534 
1.40010299 1.2148982 2.20298583 2.31256534 
1.91732396 0.99886008 2.38450271 1.92975414 
1.34268794 1.16977423 2.19074482 2.48084747 
1.72178081 1.00662964 2.18822722 2.25539399 
2.11270965 1.02390572 2.32593756 1.94863577 
1.91922639 1.04738394 2.75872832 1.48813767 
1.77727751 1.00730595 2.3708139 2.15545996 
1.55009326 1.03783881 2.46967817 1.87313222 
1.45725547 1.12733189 2.07952072 2.52733819 
1.36328067 1.29514014 2.1621453 2.6832159 
1.33274008 1.20922955 2.22925097 2.57843266 
1.27348808 1.27498351 2.28234055 2.63061893 
1.40999273 1.2075728 2.17478828 2.3387899 
1.88432897 0.98825536 2.26427964 2.26442471 
1.48066711 1.09351341 2.02762607 2.42419415 
1.43383099 1.06301306 2.34523853 2.30684755 
1.58621373 1.09238828 2.43110418 2.23588698 
1.80839338 1.08685564 2.35075628 2.41231959 
1.59161566 1.05923071 2.87599014 1.79621187 
1.74176682 0.98454453 2.38623417 1.97359607 
1.94050123 1.03259902 2.79122431 1.50456297 
1.40324466 1.16635017 2.25384911 2.12191055 
1.91922639 1.04738394 2.75872832 1.48813767 
1.69743274 0.96292786 2.79083254 1.59996719 
1.50933354 1.0575408 2.30409979 1.90476569 
1.55956931 1.01571434 2.21978896 2.31732529 
1.64374329 1.00653584 2.37939249 2.08648152 
1.70614373 1.06925162 2.56017533 2.26734115 
1.86407471 0.99028408 2.53471972 1.71371882 
1.42544276 1.06704692 2.51406521 2.16277577 
1.25207204 1.23476647 1.93199288 2.33445893 
1.45231244 1.15799105 2.42830893 2.00773221 
1.83218295 1.04878808 2.47950162 1.77032704 
1.81505374 1.09030512 2.0686012 2.46043479 
2.03424757 0.95716979 2.42650962 2.12288094 
1.68435733 0.96629501 2.91180088 1.7955609 
1.40010299 1.2148982 2.20298583 2.31256534 
1.54862046 1.10865113 2.46851147 1.96344219 
1.71961007 0.95435283 2.75311859 1.75030094 
1.63318179 1.05938973 2.234677 2.19140934 
1.80055146 0.96529838 2.54783416 1.80685289 
1.72368681 0.99371257 2.38101444 2.38576817 
1.78277374 1.001571 2.23165561 2.19030198 
1.53572709 1.04528812 2.15809999 2.29139305 
1.40439724 1.17593268 2.32670344 2.41374196 
1.71135961 0.9430423 2.76948633 1.6227092 
1.24048628 1.21515239 2.29565682 2.72127525 
1.48066711 1.09351341 2.02762607 2.42419415 
1.68643986 1.03614225 2.74282031 1.79969914 
1.45258834 1.04295353 2.38828747 2.26766013 
1.54384014 1.06983339 2.1760731 2.70276179 
1.46309349 1.08666378 2.26214556 2.26764558 
1.75934974 1.01776894 2.33387587 2.0773435 
1.61982624 1.0310722 2.49189701 1.61443303 
1.44182474 1.04765216 2.1882981 2.4880818 
1.70440229 1.02733087 2.77745068 1.73234084 
1.69353147 1.05421324 2.34381365 2.14152691 
1.50958808 1.03519601 2.24504608 2.36830413 
1.76015853 1.01540734 2.36406617 2.18293618 
1.52440806 1.0336094 2.36078304 2.44441946 
1.6705381 0.97295019 2.61974191 1.77535107 
1.76278491 0.98925628 2.32717549 2.23694059 
1.32690111 1.18067521 2.15154902 2.41700933 
1.57115984 1.08687431 2.17259392 2.54943863 
1.74863461 0.98931438 2.56440383 1.83092783 
1.51424476 1.08224065 2.62879498 1.94770458 
1.26025811 1.14581305 2.09986792 2.28542805 
1.59638983 1.09451309 2.13877831 2.29301095 
1.31980496 1.23155768 2.33373336 2.54109793 
1.42645969 1.17804073 2.16145133 2.65027319 
1.61938648 0.98860379 2.2369973 2.4201058 
1.62011434 1.06076991 2.29651256 2.27136911 
1.65930505 0.9856899 2.28993968 2.48271738 
1.28563649 1.17936207 2.02661644 2.46422261 
1.23968375 1.15140305 2.23938762 2.48305729 
1.33023869 1.18906143 2.21173319 2.28684196 
1.48066711 1.09351341 2.02762607 2.42419415 
1.33383562 1.13002452 2.30855863 2.5949253 
1.67262513 1.00282977 2.58279006 1.89321503 
1.70316033 1.08385112 2.4966725 1.87746772 
1.41721046 1.09470439 2.59134354 2.0417008 
1.9469684 1.07976957 2.20648695 2.37885284 
1.69199662 1.00297222 2.29420447 2.26866636 
2.33800647 1.03016054 2.44666626 1.89195986 
1.3147534 1.34267938 2.19566887 2.69812004 
1.27565495 1.23785008 2.15860448 2.42309079 
1.67403917 1.0002044 2.52736879 1.80692023 
1.67020099 0.98603522 2.78223711 1.68376495 
1.54812082 1.00744793 2.33177368 2.18271116 
1.48535899 1.11010465 2.33166344 2.24639877 
1.17336844 1.28388941 2.1853943 2.30734587 
2.05616105 1.0798575 2.28466367 2.31470144 
1.59400665 1.0348496 2.22474027 2.23139708 
1.53044986 1.05140318 2.23622031 2.32859935 
1.04554886 1.38633838 2.0817088 2.24956537 
1.6767062 1.00774231 2.56197987 1.85244198 
1.42360742 1.05289407 2.41002981 2.31289746 
1.14648823 1.30049353 2.24444613 2.41385722 
1.6105747 1.06648317 2.16997598 2.3993255 
1.41811327 1.21123268 2.1433197 2.10488626 
1.53037402 1.06588579 2.38269849 2.35261498 
1.80839338 1.08685564 2.35075628 2.41231959 
1.54394281 1.00984673 2.33634558 2.46922551 
1.7058276 1.04153781 2.07434392 2.62911654 
1.45774365 1.13277117 2.16543675 2.49471017 
1.52565862 1.10016712 2.33834984 2.24279488 
1.63631908 0.98007261 2.58184697 1.58325597 
1.36130818 1.13412691 2.27542568 2.36881275 
1.39676865 1.16649391 2.0681991 2.6023871 
1.50525538 0.97893498 2.37176826 2.28739647 
1.79979666 0.97334267 2.36206305 2.02129978 
1.36328067 1.29514014 2.1621453 2.6832159 
1.32790805 1.18280037 2.22859152 2.66119508 
1.396948 1.16859102 2.17059976 2.65213933 
1.34639303 1.17727915 2.25268332 2.06320611 
1.89272849 0.96337402 2.57762937 1.82054647 
1.23370467 1.19312642 2.16796847 2.51497441 
1.3194322 1.1952691 2.19871828 2.30870407 
1.28885263 1.25630217 2.19675652 2.18612078 
1.69333301 0.9880391 2.74907882 1.58887329 
1.6456781 1.04803179 2.69887104 1.71900089 
1.47135191 1.11009348 2.17748275 2.41948758 
1.82704328 1.05677883 2.06342345 2.46330618 
1.68706775 0.98721275 2.49776233 2.4338978 
1.3365137 1.12930852 2.31208634 2.54669319 
1.87689369 1.05764569 2.62097644 1.76775529 
1.35896049 1.1838012 2.2573285 2.03098298 
1.6465096 1.05885462 2.49136294 1.95756489 
1.63212233 1.01811679 2.46113882 2.13947363 
1.41102078 1.11557839 2.15945015 2.37849591 
1.77155131 0.97439615 2.77976541 1.53136741 
1.45280437 1.05755364 2.29429975 2.54019778 
1.59173974 1.08802186 2.75459919 1.86930325 
1.51988464 1.06009027 2.32101712 2.55940266 
1.2874534 1.18675782 2.27761966 2.48735231 
1.19697385 1.23544132 2.10809026 2.25783398 
1.46602403 1.14501192 2.11465186 2.39447588 
1.65558572 1.02907659 2.35599404 1.92733993 
1.66999207 1.05386917 2.51887474 1.78431387 
1.62268617 1.00109552 2.34165964 2.11805032 
1.48923373 1.1769083 2.22531326 2.23338967 
1.55799854 1.06807015 2.32285329 2.21654965 
1.57561524 1.08045982 2.30225581 2.03273792 
1.3688805 1.16283951 2.17782338 2.2547309 
1.81969481 1.03786826 2.39559922 2.04773179 
1.74449971 1.00064771 2.77564767 1.79342157 
1.57001483 1.09024946 2.55114102 1.88779934 
1.65598671 1.06363706 2.58450449 2.07813205 
1.31377464 1.19852963 2.09210464 2.58401118 
1.56539862 1.12210374 2.76862679 1.73457865 
1.3147534 1.34267938 2.19566887 2.69812004 
1.45161323 1.0749657 2.19143291 2.54864305 
1.50033898 1.02277372 2.16846708 2.12646267 
1.68989011 1.04791414 2.25901104 2.23709967 
1.66310101 1.00843298 2.1700588 2.37622677 
1.48535899 1.11010465 2.33166344 2.24639877 
1.34409923 1.12027193 2.37251133 2.50995327 
1.86407471 0.99028408 2.53471972 1.71371882 
1.41307164 1.10719331 2.22541196 2.34139366 
1.45430777 1.09414334 2.27400964 2.45474776 
1.40904918 1.16265736 2.35358735 1.95273757 
1.24402737 1.26723494 2.1116822 2.57373868 
1.48564415 1.08556315 2.4423211 2.01578182 
1.47017881 1.10535269 2.02894422 2.53556199 
1.51424188 1.10793741 2.1968661 2.38034437 
1.65669255 1.01947648 2.22860887 2.20382924 
1.77913606 1.03205691 2.61086042 1.84856148 
1.19764176 1.25260587 2.17760959 2.2246311 
1.83500442 1.03886096 2.41638225 2.015557 
1.67625122 0.9859202 2.47869776 2.47245782 
